id,value
1348,5604021.893081489
1354,7392931.002672575
1355,4747699.515965589
1358,9958885.25742092
1362,8730150.547559496
1363,5939563.714310301
1375,7869893.130844887
1377,8686780.448683295
1380,10917937.396286512
1382,6831899.198983547
1391,4676590.492723846
1397,6439779.731569559
1400,7471055.426350991
1401,6943276.644642608
1405,11740488.839954458
1408,6673061.505102089
1409,7351951.030325667
1411,7237350.416338288
1417,5091154.678752861
1420,13227774.015246551
1421,9336473.328151723
1425,5968619.755233584
1428,5558521.270884829
1431,10376819.105244685
1436,7303966.0525672985
1448,5636801.978268214
1450,6421901.852732417
1458,6699111.920684141
1459,10270125.48699039
1463,5372319.660316824
1471,10843005.517839834
1473,7848098.202986048
1474,7433103.317773353
1476,9999754.123041127
1482,7363575.115627521
1487,7448929.120688262
1491,9850024.599673446
1496,4459717.545550282
1497,9234150.183444178
1498,10041164.772986902
1504,8714323.649311585
1507,9364706.975194314
1509,7388441.968538471
1513,6154343.296682211
1518,6664396.971780044
1519,5241740.130433417
1522,7921177.608374244
1532,8939618.06947832
1534,13205055.04686344
1538,8166834.814569778
1542,6854847.98394778
1544,6980938.741648994
1549,8054139.825719871
1558,8064758.39951213
1562,6634410.177410931
1563,6322443.690028375
1564,7393209.750834947
1565,3773961.1388221616
1568,5165394.562798401
1569,7023560.969515321
1570,5034509.894484406
1573,5308400.903288067
1574,6782935.839711471
1578,6576897.264539866
1580,9315520.61833052
1581,2513688.1394342906
1585,6487714.324126369
1591,2870394.573519563
1598,5438271.688055103
1600,7325936.7562680915
1609,6928327.929706129
1614,7352011.851028102
1619,7337626.919380181
1628,6847526.757239694
1630,7088726.948113149
1633,6048909.275173627
1638,6330149.582050773
1651,2558575.045051111
1652,7690772.783544026
1659,6068579.117859383
1663,6593098.1585592255
1667,1553856.0643652026
1668,7224954.288556788
1670,8604954.12142226
1671,8472051.515989859
1675,5841184.22664808
1678,6578522.318045683
1681,7594353.223177685
1683,6453222.856915616
1687,7499389.698600417
1689,8803730.989287969
1690,6675593.537314123
1697,9392414.939906659
1700,6552150.570859324
1711,6785123.360801101
1713,4940842.243829339
1720,6384954.880105494
1723,11290476.630291848
1729,8044071.1689020395
1730,6796733.450952592
1735,8258915.401123464
1736,7080635.645397662
1737,5208024.003063216
1738,6444436.916233308
1741,8234384.206713598
1747,8917755.607599547
1753,6562131.99158081
1755,6986272.500380256
1764,5343737.308420863
1766,8961345.494880453
1770,2717793.055461925
1775,4480313.168638711
1776,6076583.28039251
1783,7390695.384325419
1789,7459654.039923228
1794,7224954.288556788
1795,5453050.888679097
1799,9488878.507756872
1802,5407958.083785819
1805,524622.6789214327
1808,8419381.03901084
1811,5400916.820670386
1812,8149031.482839522
1813,7931894.765841125
1816,8206991.946898151
1817,8481044.670191845
1820,820461.5469677246
1828,7115835.658396224
1837,7979875.621305337
1838,8296015.893072282
1840,4931283.672442517
1841,9108582.452857241
1842,9455252.922026148
1843,6013732.774954772
1845,7939809.210326351
1847,4413831.031289445
1848,6700710.902594651
1853,5383290.181293045
1855,8252830.894796795
1856,7498197.556857651
1861,8939508.363288864
1864,8095676.140564601
1871,5853829.038046802
1873,4435313.052063077
1874,9191633.565897401
1875,8464894.062044771
1876,6076583.28039251
1877,4410061.0189949805
1885,7485987.159225926
1887,6536300.074631395
1894,7883852.057623006
1896,8341617.031395879
1897,9014364.709777787
1905,6714731.660763227
1908,3058383.4233164564
1909,10588491.6597431
1912,5152428.894805734
1918,10958856.804569982
1922,10071502.616561249
1923,7054351.457771033
1926,7950499.787546891
1930,5843517.239402778
1935,6467585.005611459
1949,5506624.570046071
1960,5574064.427653826
1967,6427398.000592873
1968,7729838.957163669
1969,4684374.585119423
1973,6006544.915894043
1974,5835308.940866812
1976,1714825.4148449772
1977,6323365.8287346
1978,9231198.239182813
1982,8418155.937943691
1986,4109531.5520771313
1996,6819881.785057276
2002,4596489.078184912
2010,8870103.695402225
2013,7338390.222129283
2014,4291869.841391418
2024,6036275.575175789
2026,2066046.2375766994
2027,7102456.241856767
2028,5571768.754102019
2031,2130744.515781702
2033,5503208.257707151
2038,7548441.102837189
2041,4308553.967207184
2047,5571768.754102019
2054,5612804.0175600285
2055,6879385.092918575
2057,6344845.036166855
2059,5478421.869354992
2062,5636210.032644382
2063,6304202.527845031
2074,1375125.4095573453
2077,5982535.888521619
2089,6750028.984041794
2092,7448086.444179803
2095,4070186.953297374
2099,7603825.309827057
2108,7195583.169506087
2116,3073366.5478241206
2117,7816973.102833049
2120,3684674.7482872964
2130,4870029.885478968
2131,1667873.034207045
2133,4966640.540522842
2135,4837210.9906832585
2138,2403532.693698209
2139,7294197.887649001
2140,7560664.930476234
2143,4327800.619708598
2144,5727319.0636124285
2146,4950777.516029584
2148,1625110.7309390309
2153,7677112.02911545
2160,3157689.5296926065
2173,5935717.915321608
2179,5883141.459762569
2180,7217990.943769448
2181,2403532.693698209
2182,821451.5753479983
2183,2301341.87280234
2184,6696849.685496944
2189,2662025.160553312
2190,6807131.066594156
2191,7164641.454446003
2192,7278012.764717974
2200,5129605.544489589
2205,3469327.167905869
2206,6157413.490261348
2207,7332089.626600872
2212,4523165.569461625
2215,1691018.9222078235
2219,5785164.185205201
2229,7671991.1942607295
2232,5099778.634467349
2238,5242553.603940623
2241,7279311.563845684
2244,3682774.3037620443
2247,489656.38228987163
2249,6452902.544717163
2250,1361295.4824922846
2254,5931897.895857373
2255,5643902.49381747
2262,5827870.8851835625
2264,6349854.713607014
2268,6966298.868323342
2269,7405743.333651393
2281,2260447.8394081737
2284,7630086.313303774
2288,4306427.867182192
2296,5683025.121656434
2299,7264978.902260669
2300,6517261.721105086
2302,7310343.002820354
2305,8387929.849960246
2310,4994510.96082425
2325,5942068.866698271
2327,4501184.272867548
2332,6604896.417824961
2333,4528020.528030708
2343,6251290.579643415
2347,8217708.946082605
2350,4272936.805745022
2356,6541366.953167216
2359,9728895.03204458
2365,4327548.345698493
2370,4260933.9520357475
2372,7286431.844019107
2375,4974663.029391729
2382,5976420.401802333
2383,7961917.473712369
2386,4106111.7436539545
2390,6460035.594348535
2398,3225659.663327546
2403,6497986.487792889
2406,5406634.787309596
2411,4991822.172659763
2418,3100977.053770695
2419,6130072.902560234
2422,6454626.327936221
2429,4718651.515043634
2430,6205454.696753319
2431,6285525.690458407
2434,5392489.280095394
2439,5880119.059663859
2443,6065150.1552956905
2445,9896950.07869534
2449,7250045.563043123
2452,4318496.021622289
2456,5879148.105411509
2459,8780245.636481993
2465,5431464.186735713
2476,4298466.119277727
2485,5641486.941776793
2488,3130824.3059437578
2490,7054093.169539138
2491,6977778.753275197
2492,5386170.781883175
2501,2132517.4444883848
2503,6474024.666371208
2506,5780053.33474752
2508,5457237.292722738
2510,3244760.3379751476
2513,7051295.35887326
2520,5575034.921384754
2521,4551944.9885884095
2525,6410525.310509752
2526,1151898.8186833696
2529,4982161.645096874
2530,3892946.786212407
2535,1822764.0055356536
2536,3954006.010499714
2540,291042.7978366089
2543,1983400.3553478287
2547,4762048.930252086
2549,828132.7942513351
2558,4173256.4187999694
2559,3721497.0023600627
2562,5124749.844819164
2568,766142.8934072035
2570,3884569.044722152
2571,3680982.3055762844
2573,1694549.3927194837
2575,3879133.482635877
2576,3318828.911523312
2577,3310199.980926413
2578,3122516.0123596946
2581,4877122.924267123
2582,4154954.1072212034
2583,5258373.96862623
2584,3857250.3103694525
2586,838370.0417217398
2587,4138276.279588974
2595,2701869.567493853
2600,4329320.142967125
2603,4154954.1072212034
2604,4511096.34552169
2605,3129094.970691165
2606,4578259.282842729
2610,5105717.149411237
2613,4392393.6135308035
2630,4656216.086849891
2631,872836.6617934048
2632,5167739.091251626
2652,4746559.776309709
2659,3332610.701499103
2662,5285206.04398315
2665,1569056.3990916542
2667,4664433.805523128
2668,5511166.381211029
2672,3432550.8287726357
2674,2954366.4711840516
2675,3129094.970691165
2676,4271902.457837366
2678,3945595.9100577696
2685,4230546.07441034
2689,2421544.42845786
2691,2685407.827559049
2694,4892553.622521415
2695,1726178.7362013054
2697,3442318.8349633846
2699,4341083.06837355
2700,3130360.844770633
2701,2673050.4520241744
2705,3951784.363672816
2716,2759036.452558588
2718,3270597.4073206163
2721,3276503.035066423
2733,4620378.455430779
2737,1673300.4130510618
2739,5447595.698757149
2748,4315680.878162449
2749,3749257.3504018253
2752,3845385.3820883324
2753,2655463.8093007775
2755,789827.5349548158
2765,2331378.425996671
2766,3129094.970691165
2774,3935349.7673629248
2775,3884569.044722152
2776,4569630.040080733
2777,2331378.425996671
2779,3214519.4239299865
2785,5510139.47993203
2786,6581048.575989746
2796,4739904.908722564
2797,2672793.5511894617
2805,4899824.593316603
2807,4722045.494686913
2809,6818993.082778027
2810,3136061.0499598375
2816,3346021.1402679286
2817,4132505.848566304
2819,4847482.42276711
2827,4036165.477754675
2833,3613446.83359222
2835,5210263.27920624
2837,3626256.9378293687
2841,4941332.583230519
2842,4935583.787738903
2843,4928029.628862146
2851,2916836.142108266
2854,6139586.874493106
2860,3254069.045715535
2863,2450878.0576104773
2869,3914982.1456761425
2874,1557800.989931385
2876,1355893.0915506675
2877,4203314.168646409
2878,3883483.7581431675
2882,5587291.860144642
2887,3244850.0550646293
2889,4022914.950781842
2890,3572041.3698922787
2903,4519490.248717042
2906,2176208.90307346
2910,5154399.041680045
2912,5204016.317751139
2913,3073857.111367967
2918,4358855.829513845
2921,3324058.2239697264
2922,5157452.808908641
2925,6818478.893243623
2927,3771594.9154668367
2930,3616418.048217226
2936,2944198.632720522
2937,2149807.1731408574
2943,4337316.83378848
2946,510302.7272369759
2947,3133442.4411420138
2949,803714.8771570807
2952,3577455.604033571
2953,2699110.1960986485
2955,3852135.7091076025
2957,3199141.020717225
2960,3933525.8177204942
2962,2512453.980743693
2963,3882566.2984860335
2969,5209158.242755112
2977,3122516.0123596946
2979,3866806.576698386
2980,5213018.0530091915
2992,5343769.428014448
2994,5140374.644368955
3002,4073779.8062730553
3008,6190708.643112638
3009,1545104.4831355899
3011,3261053.7602037773
3016,4878123.557699484
3022,4500362.680167726
3023,3940140.164567286
3031,3892946.786212407
3035,3614277.6015490806
3039,4323297.093115501
3045,8572503.931161562
3048,3851541.0271553094
3052,2950884.29723104
3055,5089983.314847328
3056,4727756.877025955
3058,1761416.233385111
3068,5112521.76167338
3069,5334523.696615181
3070,6216612.821812226
3072,4740163.488955951
3073,4645373.79308492
3074,5247883.288147952
3075,4314091.8490435975
3077,5213820.774999648
3080,3618215.6721968665
3091,5832271.25555383
3102,3322644.2146265116
3106,3330878.0271961233
3116,3756898.8211487345
3123,2572136.135449268
3124,3704870.2061461303
3126,3889362.021645874
3130,3405725.082372149
3137,1579431.9010698972
3139,2050963.4259647706
3146,4554057.597232357
3147,4081362.061521048
3152,3593600.0204841243
3160,3256064.9546666928
3166,2890101.076824202
3168,3451373.196164408
3170,3384082.013389649
3172,4127903.447943153
3173,5203629.255336167
3176,930222.6687732318
3177,1959482.8691870836
3197,3348933.094999818
3200,4204897.226650897
3201,4114379.4607212837
3204,3796002.892612582
3206,4311949.311108365
3210,3222585.523419359
3219,2580690.082701995
3220,2515375.2795091397
3229,2573702.365709645
3232,4773482.13821137
3235,3021859.088801245
3236,2687768.4789668364
3239,2234164.555388887
3240,693929.6042128056
3249,3180114.77304429
3257,3863556.107375752
3260,5046680.2966211485
3262,4163037.0175599647
3264,2053295.806874033
3267,3186688.7069090614
3268,2581955.688674291
3272,3595568.3561425367
3278,4239629.935783345
3286,3098587.2940790323
3290,2036093.5815908427
3291,2516613.050874437
3292,4185814.3682416133
3293,3307770.6991703105
3296,2314358.6875150013
3305,3185052.4682353293
3308,3013490.5261424645
3309,2897757.064088972
3315,2597952.5624418454
3319,2791999.337706848
3320,3015989.4466320523
3326,4307655.525240608
3330,4200727.564358267
3333,2955847.8461846835
3334,4685143.651871733
3337,3963682.3608321035
3341,3203657.637474827
3342,3525234.2182143233
3343,2925431.1946436404
3345,3682706.3126869868
3346,3369117.145561678
3347,706906.4746781455
3355,3337765.690971025
3358,2304016.078308697
3359,2806378.349491915
3361,5057164.720682145
3362,4386803.233090824
3364,908925.2780835986
3365,2406983.9193859138
3367,2987917.2881645584
3369,3796216.596090015
3374,3980742.9489533575
3386,2748078.9569263933
3389,1796088.1871447195
3390,3185052.4682353293
3395,3232210.6647258988
3403,3856581.837251066
3410,2879727.2900121813
3411,3642602.9442971903
3413,2356519.3792216405
3417,3727446.289084911
3419,4083146.30083298
3425,1793177.3352332457
3426,1785223.2659122196
3429,746079.1498871131
3433,2887536.448770298
3436,4235657.17752243
3445,1791140.8572323748
3447,3364740.304845363
3448,4169997.847478071
3454,2995401.569069398
3461,3024371.740914171
3468,4011555.316686691
3470,2580690.082701995
3475,2356519.3792216405
3482,3205439.126972205
3484,3077510.2501716646
3491,5819967.709665345
3492,617782.5701810897
3496,2281034.3179098424
3500,3363272.621897101
3514,436063.6700984536
3524,3836410.069335247
3526,3908123.022602613
3527,4213192.456170199
3528,3022194.562849691
3532,4343247.852065411
3534,3954973.7095865468
3535,3386394.0170354806
3539,4065667.383844829
3540,2970329.705310983
3555,3338654.087899978
3563,2222741.071080057
3569,2158539.792456221
3572,4047273.2134058843
3575,3682706.3126869868
3584,3083361.457231588
3588,3788538.403591287
3597,4135489.390958854
3598,3214563.673779186
3601,2519089.8102268227
3612,3887400.578160798
3614,2779620.139570415
3615,1848654.7141531238
3618,3981746.066702324
3625,2631907.9838522975
3655,1357806.2931262446
3661,2339612.0746859508
3665,3857935.6324293087
3666,908925.2780835986
3675,3348933.094999818
3683,5492406.0570201045
3685,2051447.4090667798
3688,3546993.5408762693
3690,4898483.566476944
3697,3012793.2921878053
3710,1093331.2821448818
3716,3038038.737399481
3727,3186910.496508971
3738,2568087.086551857
3745,2091575.4903836076
3749,4700326.260220736
3754,4545596.3830639655
3776,2786496.2345698955
3778,5434739.809325307
3784,3584555.8664983534
3786,2519089.8102268227
3788,2237033.1767950687
3791,3666659.0926309554
3803,3570590.6092317663
3809,4423482.662386772
3811,2593009.6262417813
3817,2909016.5237294184
3820,3563726.6705795764
3824,3156392.290107401
3826,2312265.2639564355
3829,588881.9934544606
3831,3353125.6651539975
3832,3223729.9634965044
3836,1549781.8590444492
3845,3058246.897418994
3846,2462596.1728876117
3848,2775586.503808055
3849,2330267.2901871908
3857,1805552.5005639456
3859,2278513.4717924017
3861,2748827.8659637813
3867,3237525.508664608
3876,2275406.3154351856
3877,2278644.755284568
3878,686304.0072264251
3883,1821304.711961925
3885,2447677.4357574703
3889,1901527.1271184683
3890,2274646.2918065675
3891,2866118.8675845736
3913,2278213.807862134
3920,3864046.272191374
3922,1529500.918172687
3930,2277271.096912852
3931,3251125.559258762
3934,4314166.686971265
3941,2849062.30128742
3942,691286.8373289538
3945,2281715.8779802457
3950,189119.51450895314
3951,1076024.1629302097
3959,355742.885934544
3960,908402.4312550622
3962,1417437.053239288
3972,4328871.890379255
3982,1823887.1562022066
3984,2769045.926740234
3986,1862856.7642464999
3988,3034682.735851611
3989,3369547.005128046
3990,2640077.891603302
3991,2323058.959164963
3995,1735451.1322131888
3997,2182333.027488658
4000,2637253.8907918786
4002,2121403.8512591324
4007,1827745.4497782937
4010,2443182.43858428
4012,3174270.3433006885
4013,1662035.267936989
4019,2234291.7221160037
4028,162545.90839780742
4032,2554632.117262847
4035,2472170.1571484706
4038,2209542.8600805243
4040,3340367.0103873867
4042,2324782.6588932276
4046,3154290.3645991604
4054,2541068.4069740255
4065,3789942.071333504
4073,1656725.3129982902
4074,975776.1820079545
4084,1719088.835233209
4106,2371186.2191400807
4108,1150906.056012005
4109,1209889.6697928065
4110,3767211.9510214343
4111,2278628.2057392825
4112,2769045.926740234
4113,1461548.2462608276
4115,711080.0886152696
4119,1986984.8496569768
4123,3133542.908496247
4129,2158923.9881945383
4131,1716472.0570857495
4133,1370087.922750466
4138,3124154.184441308
4143,2014107.7523041142
4146,2014107.7523041142
4151,1714885.1726271831
4161,975776.1820079545
4163,2209542.8600805243
4166,604423.7741985511
4168,2454554.208003201
4171,1812789.7243917885
4180,2108649.7964494806
4185,1764229.6525908571
4189,3001420.910682701
4190,1350884.6801345444
4191,2380153.5007195855
4197,1724065.8516025809
4201,1722989.220116624
4208,2448348.0640489105
4213,1656032.5948984362
4219,3705379.4252741253
4221,3063012.401200461
4226,1391928.9995305836
4233,2554484.5273243985
4241,1413505.6939051673
4245,3351189.076645078
4256,2231356.096799159
4261,2471722.6850517564
4262,3212062.1964602023
4268,326546.28527516534
4274,302726.0566758965
4278,1735451.1322131888
4279,2156114.1241570693
4280,3174669.980879974
4289,2281715.8779802457
4291,2746751.811840393
4294,2550129.012464947
4301,2996313.50181943
4308,2359370.7574256803
4310,3382162.275841865
4312,2708379.114847232
4315,2505870.6610112875
4321,2805135.6873769453
4325,2270443.7909305193
4326,1950658.3315471911
4327,1781500.9331930042
4328,788711.4738861233
4329,2093265.0058764673
4341,1848844.0412472775
4343,2203738.7000033883
4349,2442983.593371579
4350,1391928.9995305836
4357,1941404.505911819
4359,1818471.5379899344
4362,534872.4615380681
4364,1712365.820088646
4366,1894497.2949923323
4369,535808.9506724696
4376,2881384.9826683705
4380,2902568.0273581664
4381,2391460.3669246235
4383,1209889.6697928065
4388,1921134.5738835074
4395,3927617.380065473
4396,2865193.7978975447
4407,1550109.484478497
4414,2476257.0032675676
4415,1558285.6091882598
4416,3382721.8992486284
4419,704667.2396516319
4425,2371186.2191400807
4427,3168972.3500785343
4432,1712365.820088646
4433,2448434.6276162844
4435,3058246.897418994
4440,3235256.0022846083
4441,680863.3239431352
4443,1592746.2715721095
4446,3923883.205745248
4454,2868675.5262324903
4462,2194972.442052881
4474,3012054.7857280625
4481,989209.0321707051
4484,3715182.068024555
4489,2018327.8282886513
4491,1878150.132318029
4492,2387699.9871259136
4505,1482059.0169515433
4510,1382424.3464499058
4520,2205767.114805303
4521,2185774.1379904407
4522,2182275.38111804
4529,892290.780040334
4531,1698208.0309135567
4532,1898694.0731716123
4557,2184943.416554134
4561,2206149.783053751
4562,2179755.4588446678
4564,1578456.3093122544
4566,1014216.6895804958
4571,2373065.0535275503
4581,2397156.081802349
4584,3596008.361869925
4585,1927672.3127599854
4590,2178261.1558647417
4594,2048710.1321483909
4595,1342316.2648666862
4596,1851155.9032914427
4598,2022031.9667638848
4601,2184943.416554134
4604,2939768.71911525
4605,2910602.318253396
4610,1924167.9427142497
4618,1672115.324668298
4619,2137299.9306360693
4620,1229995.672116296
4623,2670576.218779083
4628,1501550.9963740043
4635,1667908.8698270158
4645,1296718.8446996682
4652,2360306.609421155
4654,1368678.921187725
4655,2373065.0535275503
4656,1898421.7465856988
4657,643160.2162878748
4661,683050.3500897053
4662,1285023.6033833902
4663,692510.1999434867
4665,2260116.3370360043
4670,1987230.4921615538
4671,1999871.5886906474
4672,2257073.6913455795
4675,1279146.4452844004
4676,1373286.2372516887
4678,2276049.41443652
4681,1185161.7865614805
4684,1721018.5593722765
4687,1185161.7865614805
4697,2741245.3700744696
4705,2003215.584109099
4707,1941588.2957837482
4714,1796266.1010245353
4715,1814823.6033226757
4717,1473973.8385942385
4721,1407717.502399319
4725,2174262.034126391
4726,1601598.0172553658
4730,2375035.7458582516
4732,1850985.6266069368
4734,1833745.0582096055
4735,1440129.8405673064
4741,1879399.6678549857
4750,2136910.026722339
4757,1511694.8005682856
4760,2147160.5323564666
4765,1597735.8078178626
4767,1177324.3674989229
4769,1729348.6739499138
4770,894706.923836758
4773,1440831.181320472
4775,822005.7295047797
4779,1923227.1338865093
4783,3855399.5279883845
4787,1368458.7152639504
4794,2062222.4621154054
4796,2338209.615070805
4797,1505841.2910945956
4801,2152165.88400572
4806,1880898.8520751204
4808,2390506.5909439735
4814,3116800.6842781194
4820,1689176.1680914802
4825,1809603.951709599
